ID_obs,StartDate_w1,Sex_parent_w1,Age_Parent_w1,Q6_corrected_w1,Q508a_w1,Q8_corr_woAlD_w1,Q15_1_w1,Q15_2_w1,Q15_3_w1,Q18a_1_w1,Q18a_2_w1,Q18a_3_w1,Q18a_4_w1,Q18a_6_w1,Q18b_8_w1,Q18b_9_w1,Q19_1_w1,Q19_2_w1,Q19_3_w1,Q19_4_w1,Q23_1_w1,Q23_2_w1,Q23_3_w1,Q27a_w1,Q27b_w1,StartDate_w2,Q15_1_w2,Q15_2_w2,Q15_3_w2,Q18a_1_w2,Q18a_2_w2,Q18a_3_w2,Q18a_4_w2,Q18a_6_w2,Q18b_8_w2,Q18b_9_w2,Q19_1_w2,Q19_2_w2,Q19_3_w2,Q19_4_w2,Q23_1_w2,Q23_2_w2,Q23_3_w2,Q27a_w2,Q27b_w2,Q502_w2,male_parent,ba_higher_education,age_parent_imp,region_ad,uae_national,jobloss_covid_ind,duration_days,duration_weeks
1537,17 Oct 20,female,29,,Palestine,Abu Dhabi,30,40,20,4,4,4,4,4,4,3,Disagree,Agree,Agree,Agree,Rarely,Rarely,Rarely,No,Yes,24 Feb 21,64,64,64,Fair,Good,Fair,Good,3,4,2,Disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Sometimes,No,No,Yes,No,No,29,Yes,No,No,130,18.571428
1567,10 Oct 20,female,44,3.High School,Yemen,,73,30,73,3,3,4,4,2,3,3,Agree,Agree,Disagree,Disagree,Sometimes,Never,Never,No,No,16 Mar 21,40,70,40,Good,Good,Fair,Good,2,2,2,Agree,Agree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,No,No,No,No,No,44,No,No,No,157,22.428572
1276,30 Sep 20,female,38,6.Bachelors Degree,United Arab Emirates,Abu Dhabi,34,50,0,3,3,2,2,2,1,1,Disagree,Strongly agree,Strongly agree,Strongly agree,Sometimes,Sometimes,Often,No,No,28 Feb 21,15,28,2,Good,Good,Fair,Good,2,1,2,Strongly agree,Strongly agree,Strongly agree,Agree,Never,Never,Often,No,No,No,No,Yes,38,Yes,Yes,No,151,21.571428
1263,30 Sep 20,male,39,6.Bachelors Degree,United Arab Emirates,Abu Dhabi,50,18,0,1,3,2,3,3,,,Agree,Agree,Agree,Strongly agree,Often,Often,Sometimes,No,No,28 Feb 21,,,,,,,,,,,,,,,,,,,,,Yes,Yes,39,Yes,Yes,No,151,21.571428
347,22 Oct 20,male,40,1.No formal education,United Arab Emirates,Al Ain,53,0,49,2,3,3,3,3,3,3,Strongly disagree,Strongly disagree,Strongly agree,Agree,Rarely,Rarely,Sometimes,No,No,21 Mar 21,70,50,50,Good,Good,Good,Good,3,2,2,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Rarely,Rarely,Sometimes,No,No,Yes,Yes,No,40,No,Yes,No,150,21.428572
1502,25 Sep 20,female,32,7.Masters Degree,United Arab Emirates,Abu Dhabi,23,23,26,,,,,,,,,,,,,,,,,31 Mar 21,,,,,,,,,,,,,,,,,,,,,No,Yes,32,Yes,Yes,No,187,26.714285
1366,30 Sep 20,male,35,9.other,Jordan,Al Ain,10,100,75,5,1,3,3,2,4,3,Agree,Strongly agree,Disagree,Disagree,Often,Sometimes,Sometimes,No,No,17 Mar 21,28,100,30,Excellent,Poor,Good,Good,2,4,3,Agree,Agree,Agree,Agree,Often,Often,Often,No,No,Yes,Yes,No,35,No,No,No,168,24
461,24 Oct 20,male,35,,Jordan,Abu Dhabi,30,100,80,3,1,2,4,3,3,3,Agree,Agree,Agree,Agree,Often,Often,Sometimes,Yes,No,23 Mar 21,30,100,80,Good,Poor,Fair,Very good,3,3,3,Agree,Agree,Agree,Agree,Often,Often,Sometimes,Yes,No,No,Yes,No,35,Yes,No,Yes,150,21.428572
101,03 Oct 20,female,36,9.other,United Arab Emirates,Abu Dhabi,40,50,40,4,4,5,5,5,4,4,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Never,No,No,04 Mar 21,9,10,41,Very good,Very good,Very good,Very good,3,3,4,Agree,Agree,Agree,Agree,Often,Sometimes,Sometimes,No,No,Yes,No,No,36,Yes,Yes,No,152,21.714285
611,17 Oct 20,female,39,,Egypt,Abu Dhabi,0,0,0,2,2,2,2,2,3,3,Agree,Agree,Disagree,Disagree,Never,Never,Never,No,No,29 Mar 21,84,69,93,Fair,Excellent,Fair,Fair,2,4,4,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Sometimes,Often,No,No,No,No,No,39,Yes,No,No,163,23.285715
493,18 Sep 20,female,31,6.Bachelors Degree,Philippines,Abu Dhabi,47,45,48,5,4,5,4,4,3,4,Agree,Disagree,Strongly disagree,Disagree,Never,Sometimes,Never,No,No,21 Feb 21,63,41,71,Very good,Very good,Very good,Very good,3,4,4,Agree,Strongly disagree,Disagree,Disagree,Never,Never,Rarely,No,No,No,No,Yes,31,Yes,No,No,156,22.285715
754,23 Oct 20,female,28,8.Doctorate‎/PhD,United Arab Emirates,Abu Dhabi,84,65,86,5,3,4,5,4,5,3,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Rarely,Rarely,Rarely,No,No,14 Mar 21,52,63,96,Excellent,Very good,Very good,Excellent,5,4,5,Agree,Strongly disagree,Agree,Strongly agree,Sometimes,Sometimes,Sometimes,No,No,No,No,Yes,28,Yes,Yes,No,142,20.285715
1216,04 Oct 20,female,28,6.Bachelors Degree,United Arab Emirates,,50,13,65,3,5,3,5,2,3,3,Agree,Agree,Strongly agree,Agree,Sometimes,Rarely,Sometimes,No,No,07 Mar 21,50,3,50,Excellent,Excellent,Excellent,Excellent,4,3,5,Strongly disagree,Agree,Strongly agree,Agree,Rarely,Never,Often,No,No,No,No,Yes,28,No,Yes,No,154,22
557,24 Sep 20,female,40,7.Masters Degree,United Arab Emirates,Abu Dhabi,50,65,60,1,2,1,1,1,1,3,Agree,Strongly agree,Agree,Agree,Often,Often,Sometimes,No,No,24 Feb 21,50,59,50,Fair,Good,Poor,Fair,2,2,1,Agree,Agree,Strongly disagree,Agree,Sometimes,Sometimes,Sometimes,No,No,Yes,No,Yes,40,Yes,Yes,No,153,21.857143
1283,29 Sep 20,female,30,6.Bachelors Degree,Sri Lanka,Abu Dhabi,27,62,28,5,3,5,4,2,3,1,Strongly agree,Agree,Agree,Agree,Sometimes,Often,Sometimes,No,No,03 Mar 21,20,20,20,Good,Good,Fair,Good,2,3,2,Agree,Agree,Agree,Agree,Never,Never,Rarely,No,No,Yes,No,Yes,30,Yes,No,No,155,22.142857
549,23 Sep 20,female,39,6.Bachelors Degree,United Kingdom of Great Britain and Northern Ireland,Al Ain,30,60,30,4,3,4,2,2,2,3,Disagree,Strongly disagree,Disagree,Strongly agree,Often,Often,Sometimes,No,No,22 Feb 21,40,30,40,Good,Good,Good,Fair,3,2,2,Disagree,Strongly disagree,Agree,Disagree,All the time,Often,Sometimes,No,No,Yes,No,Yes,39,No,No,No,152,21.714285
157,25 Oct 20,female,35,9.other,Jordan,Al Ain,70,32,70,3,3,3,3,4,4,4,Agree,Agree,Disagree,Agree,Often,Sometimes,Sometimes,No,Yes,06 Mar 21,50,29,50,Good,Very good,Good,Good,4,3,3,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,No,No,No,No,No,35,No,No,No,132,18.857143
711,10 Sep 20,female,39,4.College,Sweden,Al Ain,12,12,30,3,3,3,2,2,2,2,Agree,Strongly agree,Disagree,Agree,,,,,,14 Feb 21,,,,,,,,,,,,,,,,,,,,,No,No,39,No,No,No,157,22.428572
1241,09 Oct 20,female,26,4.College,United Arab Emirates,Abu Dhabi,50,9,50,3,4,3,2,3,1,3,Strongly agree,Strongly agree,Agree,Strongly agree,Often,Sometimes,Often,No,No,01 Apr 21,50,41,50,,,,,,,,,,,,,,,,,,No,No,26,Yes,Yes,No,174,24.857143
1090,24 Sep 20,female,37,6.Bachelors Degree,United Arab Emirates,Al Ain,0,30,0,2,4,3,3,1,3,3,Disagree,Agree,Agree,Agree,Sometimes,Rarely,Often,No,No,21 Feb 21,27,28,25,Excellent,Very good,Good,Very good,2,3,3,Disagree,Agree,Disagree,Disagree,Rarely,Rarely,Sometimes,No,No,No,No,Yes,37,No,Yes,No,150,21.428572
1606,15 Oct 20,female,35,,Pakistan,Al Ain,0,80,0,3,2,1,3,2,2,2,Strongly agree,Strongly agree,Agree,Strongly agree,Sometimes,Often,Sometimes,No,Yes,22 Feb 21,81,88,90,Good,Fair,Fair,Fair,1,2,2,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,No,Yes,Yes,No,No,35,No,No,No,130,18.571428
277,14 Oct 20,female,26,,Jordan,Abu Dhabi,0,0,0,5,4,5,5,5,5,5,Disagree,Disagree,Strongly agree,Disagree,Rarely,Rarely,Rarely,No,Yes,25 Mar 21,51,66,65,Good,Good,Very good,Good,4,3,3,Disagree,Disagree,Strongly disagree,Disagree,Rarely,Rarely,Rarely,No,No,Yes,No,No,26,Yes,No,No,162,23.142857
756,29 Sep 20,female,45,,United Arab Emirates,Al Ain,50,40,65,2,3,2,2,2,1,3,Disagree,Agree,Strongly disagree,Agree,Sometimes,Sometimes,Sometimes,No,No,20 Feb 21,50,19,50,Very good,Good,Fair,Very good,3,3,2,Agree,Agree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,No,No,Yes,No,No,45,No,Yes,No,144,20.571428
1278,16 Oct 20,male,56,9.other,Sudan,Al Ain,30,50,30,4,3,3,3,3,4,3,Disagree,Disagree,Strongly agree,Disagree,Never,Never,Never,No,No,24 Mar 21,83,65,36,Excellent,Excellent,Very good,Excellent,4,5,5,Disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,No,No,No,Yes,No,56,No,No,No,159,22.714285
963,24 Sep 20,female,31,7.Masters Degree,United Arab Emirates,Abu Dhabi,18,50,50,5,5,5,5,3,3,5,Agree,Strongly agree,Agree,Agree,Often,Often,Sometimes,No,No,21 Feb 21,50,18,0,Excellent,Very good,Excellent,Excellent,4,3,4,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Never,Never,Never,No,No,Yes,No,Yes,31,Yes,Yes,No,150,21.428572
369,22 Sep 20,male,39,4.College,Egypt,Abu Dhabi,30,40,80,2,4,1,4,1,3,1,Disagree,Agree,Disagree,Disagree,Never,Never,Never,,,21 Feb 21,40,40,60,Good,Good,Poor,Good,1,1,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Rarely,Often,Sometimes,No,No,Yes,Yes,No,39,Yes,No,No,152,21.714285
556,15 Oct 20,female,34,,Algeria,Abu Dhabi,18,50,8,3,5,4,5,4,3,3,Disagree,Disagree,Strongly agree,Agree,Sometimes,Sometimes,Sometimes,No,No,31 Mar 21,56,57,58,Very good,Very good,Very good,Very good,4,5,5,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Often,Often,Often,No,No,Yes,No,No,34,Yes,No,No,167,23.857143
1362,15 Oct 20,male,40,,Egypt,Al Ain,70,80,60,5,3,5,4,3,4,3,Disagree,Disagree,Strongly disagree,Disagree,Never,Never,Never,Yes,No,28 Mar 21,81,95,19,Excellent,Excellent,Very good,Excellent,5,4,4,Disagree,Disagree,Disagree,Disagree,Sometimes,Rarely,Rarely,Yes,Yes,No,Yes,No,40,No,No,Yes,164,23.428572
1043,27 Sep 20,female,26,6.Bachelors Degree,United Arab Emirates,Abu Dhabi,89,48,88,4,3,4,3,3,4,4,Agree,Strongly agree,Agree,Agree,Rarely,All the time,Sometimes,No,No,01 Mar 21,100,30,100,Excellent,Excellent,Excellent,Excellent,4,4,3,Agree,Agree,Agree,Agree,Never,Never,Never,,,,No,Yes,26,Yes,Yes,No,155,22.142857
1377,13 Oct 20,female,38,,Sudan,Al Ain,55,48,52,3,3,3,3,3,3,3,Agree,Disagree,Disagree,Agree,Sometimes,Sometimes,Sometimes,No,No,09 Mar 21,62,65,62,Very good,Very good,Very good,Very good,4,3,4,Agree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Rarely,Yes,No,No,No,No,38,No,No,No,147,21
344,22 Oct 20,male,36,,Sudan,Abu Dhabi,100,50,50,4,5,5,4,3,3,2,Disagree,Disagree,Agree,Disagree,Sometimes,Rarely,Rarely,No,Yes,02 Mar 21,0,80,0,Very good,Good,Good,Fair,3,3,3,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Rarely,Sometimes,Sometimes,No,Yes,No,Yes,No,36,Yes,No,No,131,18.714285
69,24 Sep 20,female,40,4.College,United Arab Emirates,Al Ain,40,70,40,3,3,3,2,2,3,3,Agree,Agree,Disagree,Disagree,Sometimes,Sometimes,Rarely,No,No,24 Feb 21,30,50,,Good,Good,Good,Fair,4,3,3,Disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Rarely,Yes,No,No,No,No,40,No,Yes,No,153,21.857143
1522,14 Oct 20,female,41,4.College,Jordan,Al Ain,31,80,41,3,2,3,3,1,2,3,Disagree,Disagree,Agree,Agree,Sometimes,Often,Sometimes,No,Yes,31 Mar 21,27,90,33,Good,Fair,Good,Good,2,2,3,Disagree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,No,No,No,No,No,41,No,No,No,168,24
1284,27 Oct 20,female,,9.other,United Arab Emirates,Abu Dhabi,85,88,98,4,4,4,4,4,4,2,Agree,Agree,Disagree,Agree,Sometimes,Sometimes,Sometimes,No,No,16 Feb 21,70,54,80,Very good,Very good,Very good,Very good,4,3,4,Disagree,Agree,Agree,Disagree,Rarely,Rarely,Rarely,No,No,Yes,No,No,34.541817,Yes,Yes,No,112,16
810,22 Oct 20,male,36,,Sudan,Abu Dhabi,0,0,0,5,5,5,5,5,5,3,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Never,No,No,20 Feb 21,0,50,0,Excellent,Excellent,Excellent,Excellent,5,5,5,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Never,No,Yes,No,Yes,No,36,Yes,No,No,121,17.285715
1275,23 Sep 20,female,43,3.High School,United Arab Emirates,Abu Dhabi,45,50,37,3,3,2,3,2,3,2,Disagree,Disagree,Agree,Agree,Often,Often,Often,No,No,21 Feb 21,11,21,7,Good,Good,Excellent,Fair,4,5,3,Disagree,Disagree,Agree,Disagree,Sometimes,Sometimes,Sometimes,No,No,Yes,No,No,43,Yes,Yes,No,151,21.571428
824,20 Oct 20,male,34,8.Doctorate‎/PhD,United Arab Emirates,Abu Dhabi,64,63,54,3,2,4,2,2,3,2,Strongly agree,Agree,Disagree,Agree,Rarely,Sometimes,Often,No,No,16 Mar 21,60,62,32,Excellent,Excellent,Excellent,Excellent,5,5,5,Agree,Agree,Strongly agree,Strongly agree,Sometimes,Sometimes,Rarely,No,No,No,Yes,Yes,34,Yes,Yes,No,147,21
1345,24 Oct 20,female,24,,Egypt,Abu Dhabi,51,58,49,3,3,3,3,1,3,3,Agree,Agree,Strongly disagree,Strongly agree,All the time,All the time,All the time,No,Yes,31 Mar 21,94,98,100,Excellent,Excellent,Excellent,Excellent,5,5,5,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Rarely,Rarely,Never,No,Yes,No,No,No,24,Yes,No,No,158,22.571428
80,14 Oct 20,female,43,,United Arab Emirates,Abu Dhabi,49,31,100,4,4,4,4,2,3,3,Agree,Disagree,Strongly agree,Strongly disagree,Rarely,Never,Never,No,No,13 Mar 21,50,30,50,Very good,Good,Very good,Good,3,3,4,Disagree,Disagree,Strongly agree,Disagree,Rarely,Never,Never,No,No,No,No,No,43,Yes,Yes,No,150,21.428572
51,12 Sep 20,male,38,6.Bachelors Degree,India,Al Ain,10,0,10,5,4,5,4,4,5,5,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Rarely,Rarely,Rarely,No,No,14 Feb 21,30,15,21,Excellent,Very good,Excellent,Excellent,4,5,5,Agree,Strongly disagree,Disagree,Agree,Sometimes,Rarely,Rarely,No,No,Yes,Yes,Yes,38,No,No,No,155,22.142857
625,19 Sep 20,female,34,7.Masters Degree,India,Al Ain,57,100,53,3,4,2,3,1,4,3,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Rarely,Rarely,Rarely,Yes,Yes,22 Feb 21,40,86,76,Good,Poor,Good,Fair,1,1,2,Disagree,Strongly disagree,Agree,Strongly disagree,All the time,All the time,All the time,Yes,No,Yes,No,Yes,34,No,No,Yes,156,22.285715
913,15 Oct 20,female,26,,India,Abu Dhabi,23,38,32,3,3,3,3,2,4,4,Agree,Agree,Agree,Agree,Sometimes,Rarely,Rarely,No,No,31 Mar 21,99,100,99,Excellent,Excellent,Excellent,Excellent,5,5,5,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Rarely,Rarely,No,No,No,No,No,26,Yes,No,No,167,23.857143
239,15 Oct 20,female,23,9.other,United Arab Emirates,Abu Dhabi,28,50,60,3,2,4,2,2,3,4,Strongly agree,Agree,Strongly agree,Strongly agree,Sometimes,Often,Sometimes,No,No,04 Mar 21,30,70,70,Very good,Good,Very good,Excellent,3,3,3,Agree,Agree,Agree,Agree,Sometimes,Often,Never,No,No,Yes,No,No,23,Yes,Yes,No,140,20
455,27 Sep 20,female,47,4.College,Finland,Al Ain,40,61,45,4,3,4,2,2,2,3,Disagree,Disagree,Disagree,Agree,Often,Often,Sometimes,No,No,24 Mar 21,50,50,42,Good,Fair,Good,Fair,3,1,3,Agree,Agree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,No,No,Yes,No,No,47,No,No,No,178,25.428572
236,12 Sep 20,female,29,6.Bachelors Degree,Pakistan,Abu Dhabi,40,70,0,3,2,2,2,1,2,2,Disagree,Disagree,Disagree,Agree,,,,,,31 Mar 21,80,77,9,Fair,Fair,Fair,Fair,2,3,3,Disagree,Disagree,Strongly agree,Strongly disagree,,,,,,,No,Yes,29,Yes,No,No,200,28.571428
169,11 Oct 20,male,33,,India,Abu Dhabi,27,16,19,3,3,3,3,3,5,5,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Never,Yes,Yes,07 Mar 21,5,9,7,Very good,Very good,Excellent,Excellent,5,5,5,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Never,Yes,Yes,No,Yes,No,33,Yes,No,Yes,147,21
1561,12 Sep 20,female,31,7.Masters Degree,Ireland,Al Ain,45,60,48,3,4,2,4,3,3,2,Agree,Disagree,Disagree,Agree,Rarely,Rarely,Rarely,No,No,16 Feb 21,40,40,40,Good,Good,Good,Very good,4,3,2,Disagree,Disagree,Agree,Agree,Rarely,Rarely,Never,No,No,No,No,Yes,31,No,No,No,157,22.428572
1086,24 Sep 20,female,36,,Pakistan,Al Ain,0,1,0,3,3,3,3,2,3,3,Agree,Agree,Agree,Disagree,Never,Never,Never,No,No,29 Mar 21,35,72,80,Excellent,Very good,Good,Very good,4,4,5,Disagree,Disagree,Disagree,Disagree,Rarely,Sometimes,Sometimes,Yes,Yes,No,No,No,36,No,No,No,186,26.571428
447,14 Sep 20,female,34,6.Bachelors Degree,Philippines,Al Ain,37,84,33,4,2,3,3,3,1,3,Strongly agree,Strongly agree,Disagree,Agree,Never,Never,Never,No,No,31 Mar 21,,,,,,,,,,,,,,,,,,,,,No,Yes,34,No,No,No,198,28.285715
821,26 Sep 20,female,28,6.Bachelors Degree,Philippines,Abu Dhabi,55,70,48,3,3,2,4,2,4,3,Agree,Disagree,Disagree,Disagree,Sometimes,Often,Sometimes,No,No,01 Mar 21,,40,61,Good,Very good,Good,Very good,3,4,4,Disagree,Disagree,Disagree,Disagree,Rarely,Rarely,Rarely,No,No,Yes,No,Yes,28,Yes,No,No,156,22.285715
1050,24 Sep 20,male,31,6.Bachelors Degree,United Arab Emirates,Abu Dhabi,71,0,50,4,4,4,3,3,4,5,Disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,No,No,21 Feb 21,50,23,50,Excellent,Very good,Excellent,Very good,4,3,4,Disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Rarely,No,No,Yes,Yes,Yes,31,Yes,Yes,No,150,21.428572
1106,18 Oct 20,female,24,4.College,India,Al Ain,0,10,0,5,4,5,3,1,2,3,Agree,Agree,Agree,Agree,Never,All the time,Rarely,No,No,14 Mar 21,4,10,20,Good,Good,Fair,Fair,1,2,1,Agree,Agree,Agree,Agree,All the time,All the time,Never,Yes,No,Yes,No,No,24,No,No,No,147,21
270,20 Oct 20,female,29,,Palestine,Al Ain,0,20,0,4,3,4,3,4,3,3,Disagree,Disagree,Strongly disagree,Strongly disagree,Sometimes,Often,Rarely,No,No,18 Mar 21,0,32,0,Very good,Very good,Very good,Very good,4,4,4,Disagree,Agree,Agree,Strongly disagree,Rarely,Sometimes,Sometimes,No,No,No,No,No,29,No,No,No,149,21.285715
1195,12 Oct 20,male,34,,Jordan,Al Ain,50,100,50,3,3,3,3,3,4,4,Agree,Agree,Agree,Strongly agree,Often,Sometimes,Sometimes,No,No,27 Feb 21,61,56,53,Good,Excellent,Excellent,Excellent,4,4,4,Disagree,Disagree,Agree,Agree,Often,Sometimes,Sometimes,Yes,No,Yes,Yes,No,34,No,No,No,138,19.714285
392,15 Oct 20,male,37,,India,Abu Dhabi,0,0,0,4,4,4,3,4,3,3,Disagree,Disagree,Strongly disagree,Disagree,Sometimes,Sometimes,Sometimes,No,Yes,31 Mar 21,99,96,99,Excellent,Excellent,Excellent,Excellent,5,5,5,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Often,Often,Often,No,No,No,Yes,No,37,Yes,No,No,167,23.857143
1305,09 Oct 20,female,42,6.Bachelors Degree,Yemen,Al Ain,50,20,50,4,4,4,5,2,4,4,Agree,Agree,Disagree,Agree,Rarely,Never,Never,No,No,16 Mar 21,30,20,30,Very good,Good,Good,Excellent,3,4,4,Agree,Disagree,Disagree,Agree,Rarely,Rarely,Rarely,No,No,Yes,No,Yes,42,No,No,No,158,22.571428
722,20 Oct 20,female,24,9.other,Egypt,Al Ain,64,67,37,3,3,3,4,4,3,4,Disagree,Agree,Agree,Agree,Often,Often,Sometimes,No,No,28 Mar 21,55,42,27,Very good,Good,Excellent,Fair,4,4,3,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Rarely,Rarely,Sometimes,No,No,No,No,No,24,No,No,No,159,22.714285
1503,24 Oct 20,male,40,,Egypt,Abu Dhabi,59,41,68,3,3,4,4,1,4,3,Agree,Strongly agree,Strongly agree,Agree,Sometimes,Rarely,Never,No,No,28 Mar 21,80,78,72,Fair,Fair,Fair,Fair,2,2,2,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,Sometimes,Sometimes,No,No,No,Yes,No,40,Yes,No,No,155,22.142857
220,05 Oct 20,female,37,,India,Al Ain,30,50,31,3,3,3,3,3,2,2,Agree,Agree,Disagree,Agree,Never,Never,Never,No,No,04 Apr 21,92,34,70,Excellent,Excellent,Excellent,Excellent,5,5,5,Strongly disagree,Disagree,Disagree,Disagree,Rarely,Rarely,Sometimes,No,Yes,No,No,No,37,No,No,No,181,25.857143
1143,24 Sep 20,male,33,6.Bachelors Degree,United Arab Emirates,Al Ain,39,8,40,2,2,1,4,3,2,3,Agree,Strongly disagree,Strongly agree,Strongly disagree,Sometimes,Sometimes,Sometimes,,,22 Feb 21,65,19,73,Good,Very good,Fair,Good,3,3,1,Agree,Disagree,Agree,Disagree,Sometimes,Sometimes,Sometimes,No,No,Yes,Yes,Yes,33,No,Yes,No,151,21.571428
194,24 Sep 20,female,33,7.Masters Degree,United Arab Emirates,Abu Dhabi,48,75,48,3,3,2,1,1,1,1,Agree,Agree,Disagree,Agree,Sometimes,Often,Rarely,No,No,21 Feb 21,50,50,50,Very good,Good,Fair,Good,2,3,2,Agree,Disagree,Strongly disagree,Agree,Sometimes,Sometimes,Rarely,No,No,Yes,No,Yes,33,Yes,Yes,No,150,21.428572
1596,10 Sep 20,female,40,7.Masters Degree,United Arab Emirates,Abu Dhabi,35,0,35,4,3,1,4,3,4,1,Disagree,Disagree,Disagree,Disagree,Rarely,Sometimes,Never,No,No,17 Feb 21,19,50,73,Fair,Very good,Fair,Very good,3,3,1,Disagree,Disagree,Disagree,Disagree,Sometimes,Never,Never,No,No,Yes,No,Yes,40,Yes,Yes,No,160,22.857143
116,10 Sep 20,female,29,6.Bachelors Degree,India,Al Ain,50,87,63,1,1,1,1,1,2,1,Strongly agree,Agree,Agree,Strongly agree,Often,Often,Often,No,No,14 Feb 21,50,74,50,Poor,Good,Poor,Poor,1,1,1,Strongly agree,Strongly agree,Agree,Strongly agree,Often,All the time,Often,No,No,Yes,No,Yes,29,No,No,No,157,22.428572
310,13 Sep 20,male,45,3.High School,Syrian Arab Republic,Al Ain,1,100,6,2,1,3,5,5,2,3,Disagree,Disagree,Agree,Strongly agree,Rarely,Rarely,Never,Yes,No,14 Feb 21,,97,,Good,Fair,Excellent,Very good,3,3,3,Disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Never,Yes,No,Yes,Yes,No,45,No,No,Yes,154,22
1281,04 Oct 20,female,29,6.Bachelors Degree,India,Abu Dhabi,0,0,0,3,4,2,4,2,4,2,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Rarely,Often,Sometimes,No,No,09 Mar 21,0,0,0,Fair,Very good,Fair,Excellent,4,3,4,Disagree,Strongly disagree,Strongly disagree,Agree,Never,Rarely,Rarely,No,No,Yes,No,Yes,29,Yes,No,No,156,22.285715
285,17 Oct 20,female,27,,Pakistan,Abu Dhabi,57,90,87,2,3,4,4,1,3,4,Strongly agree,Strongly agree,Agree,Strongly disagree,Often,All the time,Often,No,No,02 Mar 21,17,53,84,Very good,Very good,Very good,Good,2,4,5,Agree,Disagree,Disagree,Disagree,Often,Sometimes,Sometimes,No,No,No,No,No,27,Yes,No,No,136,19.428572
617,17 Oct 20,female,35,,Egypt,Abu Dhabi,50,90,70,4,4,4,4,3,3,3,Agree,Strongly agree,Strongly agree,Strongly agree,Often,Often,Sometimes,Yes,Yes,02 Mar 21,50,50,50,Good,Fair,Fair,Good,2,2,3,Agree,Strongly agree,Strongly agree,Strongly agree,Sometimes,Rarely,Never,No,No,No,No,No,35,Yes,No,Yes,136,19.428572
33,11 Sep 20,female,32,6.Bachelors Degree,Zimbabwe,Abu Dhabi,0,75,0,3,3,3,3,3,4,4,Agree,Disagree,Strongly disagree,Disagree,Sometimes,Never,Rarely,Yes,No,14 Feb 21,11,89,10,Fair,Fair,Fair,Very good,2,4,3,Disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Rarely,Yes,Yes,No,No,Yes,32,Yes,No,Yes,156,22.285715
1521,25 Oct 20,female,35,9.other,Iraq,Al Ain,51,53,39,4,4,4,4,3,3,3,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Often,No,No,16 Feb 21,0,33,0,Excellent,Very good,Excellent,Excellent,5,5,5,Agree,Agree,Agree,Agree,Rarely,Never,Never,No,No,No,No,No,35,No,No,No,114,16.285715
1054,30 Sep 20,female,26,,Egypt,Al Ain,40,80,30,3,3,2,3,3,2,2,Agree,Strongly agree,Disagree,Agree,All the time,Sometimes,Sometimes,No,Yes,30 Mar 21,29,29,32,Good,Fair,Very good,Fair,4,3,3,Disagree,Disagree,Agree,Agree,Rarely,Rarely,Rarely,No,No,No,No,No,26,No,No,No,181,25.857143
395,17 Oct 20,female,22,,United Arab Emirates,Abu Dhabi,30,3,8,5,5,5,5,5,2,5,Agree,Agree,Agree,Disagree,Often,Often,Sometimes,No,No,28 Mar 21,63,62,32,Fair,Fair,Fair,Fair,2,2,1,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Never,Yes,Yes,No,No,No,22,Yes,Yes,No,162,23.142857
